,jobTitle,meanPay,Range,company
6118,Human Resources,"$88,829/yr",Range: $65K - $115K,vmware
6119,Software Technical Consultant,"$76,030/yr",Range: $71K - $81K,vmware
6120,Senior IT Program Manager,"$145,034/yr",Range: $131K - $158K,vmware
6121,Business Solutions Architect,"$156,658/yr",Range: $148K - $166K,vmware
6122,GA,"$87,335/yr",Range: $82K - $93K,vmware
6123,Sales Enablement Manager,"$109,458/yr",Range: $88K - $133K,vmware
6124,Senior DevOps Engineer,"$159,600/yr",Range: $146K - $173K,vmware
6125,Senior Member of Technical Staff-QA Engineer,"$152,126/yr",Range: $117K - $192K,vmware
6126,Human Resources Operations Manager,"$117,997/yr",Range: $99K - $138K,vmware
6127,Engineer,"$136,179/yr",Range: $119K - $154K,vmware
6128,Strategic Accounts Manager,"$129,209/yr",Range: $125K - $135K,vmware
6129,Senior Localization Manager,"$154,423/yr",Range: $142K - $168K,vmware
6130,Operations Analyst,"$53,661/yr",Range: $47K - $60K,vmware
6131,Client Account Manager,"$62,295/yr",Range: $58K - $66K,vmware
6132,Software Engineer I,"$81,695/yr",Range: $71K - $93K,vmware
6134,Senior Member of Technical Staff - Continuing Product,"$144,776/yr",Range: $133K - $156K,vmware
6135,Visual Designer,"$130,338/yr",Range: $116K - $144K,vmware
6136,Senior Pre-Sales Engineer,"$141,808/yr",Range: $131K - $154K,vmware
6138,Senior Member of Technical Staff Storage,"$141,126/yr",Range: $133K - $150K,vmware
6139,Software Engineering Director,"$227,612/yr",Range: $206K - $248K,vmware
6140,IT Architect,"$151,022/yr",Range: $138K - $165K,vmware
6141,Senior IT Engineer,"$142,723/yr",Range: $137K - $149K,vmware
6142,"Business Analyst, Business Intelligence & Reporting","$80,216/yr",Range: $45K - $119K,vmware
6143,Vmware Administrator,"$109,152/yr",Range: $83K - $138K,vmware
6144,"Member of Technical Staff, Web Developer","$125,594/yr",Range: $121K - $131K,vmware
6147,Information Security Engineer,"$114,822/yr",Range: $99K - $132K,vmware
6148,Technology Analyst,"$98,724/yr",Range: $87K - $110K,vmware
6150,"Manager, QE","$146,826/yr",Range: $131K - $162K,vmware
6151,Software Test Engineer,"$119,107/yr",Range: $114K - $127K,vmware
6152,Senior Program Manager - Product Security,"$157,421/yr",Range: $151K - $163K,vmware
6153,"Member of Technical Staff, Sustaining Engineer","$109,713/yr",Range: $99K - $121K,vmware
6154,Quality Assurance,"$91,930/yr",Range: $36K - $151K,vmware
6155,Product Specialist,"$117,472/yr",Range: $67K - $171K,vmware
6156,"Member of Technical Staff, Senior Quality Engineer","$128,967/yr",Range: $110K - $148K,vmware
6157,Network Engineer,"$83,452/yr",Range: $69K - $99K,vmware
6159,Sales,"$59,398/yr",Range: $52K - $67K,vmware
6160,Program Director,"$190,712/yr",Range: $174K - $211K,vmware
6161,Regional Sales Manager,"$90,145/yr",Range: $85K - $96K,vmware
6162,Channel Manager,"$162,259/yr",Range: $137K - $190K,vmware
6163,Solutions Specialist,"$72,830/yr",Range: $66K - $80K,vmware
6164,Product Support Engineer,"$107,908/yr",Range: $97K - $117K,vmware
6165,Sharepoint Developer,"$124,339/yr",Range: $116K - $132K,vmware
6166,Senior Recruiter,"$117,509/yr",Range: $93K - $143K,vmware
6167,Data Analyst,"$102,831/yr",Range: $97K - $108K,vmware
6168,Web Applications Developer III,"$107,113/yr",Range: $103K - $112K,vmware
6169,Oracle Applications Developer,"$130,884/yr",Range: $123K - $139K,vmware
6170,Business Development Representative,"$48,250/yr",Range: $41K - $56K,vmware
6171,Storage Solutions Engineer,"$131,562/yr",Range: $125K - $139K,vmware
6172,Salesforce Administrator,"$71,952/yr",Range: $49K - $96K,vmware
6174,"Member of Technical Staff, Continuing Product Development","$112,393/yr",Range: $101K - $124K,vmware
6177,"Senior Director, R&D","$246,064/yr",Range: $215K - $277K,vmware
6178,Enterprise Account Manager,"$105,454/yr",Range: $73K - $142K,vmware
6179,Program Manager - Contractor,"$109,243/yr",Range: $88K - $134K,vmware
6180,Partner Business Manager,"$107,846/yr",Range: $102K - $113K,vmware
6182,Technical Proposal Writer,"$54,092/yr",Range: $50K - $59K,vmware
6184,Marketing Analyst,"$81,724/yr",Range: $77K - $87K,vmware
6185,Staff Software Test Engineer,"$133,790/yr",Range: $127K - $140K,vmware
6186,Associate Systems Engineer,"$106,601/yr",Range: $103K - $112K,vmware
6187,Senior Account Manager,"$56,110/yr",Range: $53K - $59K,vmware
6188,Operations Supervisor,"$101,913/yr",Range: $74K - $133K,vmware
6190,IOS Developer,"$89,252/yr",Range: $77K - $101K,vmware
6191,Inside Partner Business Manager,"$56,529/yr",Range: $47K - $67K,vmware
6192,Applications Support Analyst,"$94,586/yr",Range: $86K - $103K,vmware
6194,National Partner Manager,"$106,034/yr",Range: $80K - $132K,vmware
6195,Staff Technical Program Manager,"$188,310/yr",Range: $166K - $213K,vmware
6198,Client Services Director,"$158,602/yr",Range: $149K - $169K,vmware
6200,Solutoin Consultant,"$89,039/yr",Range: $60K - $121K,vmware
6202,IT Director,"$199,938/yr",Range: $163K - $243K,vmware
6203,Presales Solutions Architect,"$157,087/yr",Range: $135K - $181K,vmware
6206,Senior Deal Desk Analyst,"$95,359/yr",Range: $83K - $108K,vmware
6207,Senior Business Development Manager,"$176,548/yr",Range: $161K - $191K,vmware
6208,Sr Member of Technical Staff,"$144,940/yr",Range: $133K - $156K,vmware
6209,Virtual Sales Representative,"$61,685/yr",Range: $50K - $75K,vmware
6210,Member of Technical Staff I,"$100,505/yr",Range: $96K - $104K,vmware
6211,Senior Technical Support Engineer III,"$87,139/yr",Range: $84K - $91K,vmware
6213,Lead Business Systems Analyst - IT,"$158,065/yr",Range: $144K - $173K,vmware
6216,Computer Systems Analyst,"$88,869/yr",Range: $86K - $92K,vmware
6218,Programmer Analyst/Senior Applications Developer,"$125,226/yr",Range: $119K - $131K,vmware
6219,SE Manager,"$178,984/yr",Range: $173K - $186K,vmware
6220,Communications Manager,"$91,142/yr",Range: $84K - $98K,vmware
6221,Business Development Manager,"$104,071/yr",Range: $67K - $145K,vmware
6222,Senior Manager Globalization Operations,"$137,731/yr",Range: $131K - $142K,vmware
6224,R&D,"$67,765/yr",Range: $47K - $91K,vmware
6225,IT Applications Architect,"$142,411/yr",Range: $137K - $149K,vmware
6226,Staff Product Manager,"$192,272/yr",Range: $183K - $199K,vmware
6227,Sourcer - Contractor,"$143,930/yr",Range: $137K - $149K,vmware
6228,Director of Engineering - Monthly,"$19,966/mo",Range: $19K - $21K,vmware
6229,Software Engineer,"$146,827/yr",Range: $91K - $192K,facebook
6232,Product Designer,"$145,545/yr",Range: $86K - $209K,facebook
6233,Production Engineer,"$144,355/yr",Range: $106K - $215K,facebook
6235,Data Scientist,"$145,365/yr",Range: $100K - $194K,facebook
6236,Research Scientist,"$147,769/yr",Range: $122K - $196K,facebook
6237,Product Manager,"$158,582/yr",Range: $94K - $221K,facebook
6239,Senior Software Engineer,"$176,495/yr",Range: $100K - $237K,facebook
6240,Technical Program Manager,"$147,453/yr",Range: $108K - $211K,facebook
6241,Software Engineer IV,"$148,169/yr",Range: $133K - $165K,facebook
6242,Software Engineer V,"$172,946/yr",Range: $145K - $206K,facebook
6243,Engineering Manager,"$198,910/yr",Range: $155K - $237K,facebook
6244,Product Marketing Manager,"$150,479/yr",Range: $100K - $188K,facebook
6245,User Experience Researcher,"$139,002/yr",Range: $101K - $184K,facebook
6246,Technical Recruiter,"$128,045/yr",Range: $94K - $171K,facebook
6247,Facebook Software Engineer,"$123,695/yr",Range: $104K - $165K,facebook
6248,Product Specialist,"$96,945/yr",Range: $71K - $151K,facebook
6249,Data Engineer,"$136,262/yr",Range: $100K - $180K,facebook
6250,Client Solutions Manager,"$97,402/yr",Range: $62K - $157K,facebook
6251,Software Engineering,"$114,951/yr",Range: $92K - $163K,facebook
6252,Operations Engineer,"$110,240/yr",Range: $88K - $155K,facebook
6253,Program Manager,"$125,399/yr",Range: $64K - $162K,facebook
6254,Client Partner,"$118,495/yr",Range: $89K - $209K,facebook
6255,Technical Sourcer,"$104,172/yr",Range: $56K - $155K,facebook
6256,Project Manager,"$107,537/yr",Range: $67K - $150K,facebook
6257,Content Strategist,"$119,868/yr",Range: $92K - $151K,facebook
6258,Network Engineer,"$150,019/yr",Range: $113K - $171K,facebook
6259,Account Manager,"$92,438/yr",Range: $53K - $121K,facebook
6260,Data Analyst,"$107,248/yr",Range: $69K - $142K,facebook
6261,Front End Engineer,"$149,183/yr",Range: $110K - $188K,facebook
6262,Software Engineer III,"$120,945/yr",Range: $108K - $163K,facebook
6263,Recruiter,"$121,306/yr",Range: $88K - $160K,facebook
6264,Security Engineer,"$159,922/yr",Range: $110K - $219K,facebook
6265,Software Engineer - Monthly,"$7,436/mo",Range: $5K - $10K,facebook
6267,Solutions Engineer,"$134,588/yr",Range: $104K - $204K,facebook
6269,Product Analyst,"$115,358/yr",Range: $97K - $151K,facebook
6272,Executive Assistant,"$104,483/yr",Range: $81K - $114K,facebook
6273,Administrative Assistant,"$83,807/yr",Range: $50K - $95K,facebook
6274,Manager,"$164,140/yr",Range: $140K - $182K,facebook
6275,User Interface Engineer,"$116,595/yr",Range: $108K - $204K,facebook
6276,User Operations Analyst,"$51,971/yr",Range: $49K - $52K,facebook
6277,Software Engineering Manager,"$211,124/yr",Range: $181K - $241K,facebook
6278,Business Analyst,"$112,833/yr",Range: $84K - $136K,facebook
6282,Software Development Engineer,"$120,716/yr",Range: $110K - $173K,facebook
6283,Senior Product Manager,"$164,175/yr",Range: $130K - $215K,facebook
6284,Software Developer,"$118,639/yr",Range: $81K - $149K,facebook
6285,Business Operations Manager,"$161,117/yr",Range: $112K - $178K,facebook
6286,Partner Engineer,"$127,749/yr",Range: $88K - $170K,facebook
6289,Software Engineering New Grad,"$118,092/yr",Range: $113K - $123K,facebook
6290,Director,"$241,094/yr",Range: $171K - $280K,facebook
6291,Applications Operations Engineer,"$109,983/yr",Range: $102K - $159K,facebook
6292,Analyst,"$91,823/yr",Range: $44K - $136K,facebook
6293,Quantitative Researcher,"$144,243/yr",Range: $115K - $202K,facebook
6294,CA,"$130,253/yr",Range: $77K - $197K,facebook
6296,Software Engineer() - Monthly,"$8,150/mo",Range: $8K - $8K,facebook
6297,Database Engineer,"$144,355/yr",Range: $113K - $204K,facebook
6298,Marketing Manager,"$136,065/yr",Range: $80K - $194K,facebook
6300,Partner Manager,"$96,150/yr",Range: $83K - $127K,facebook
6302,Technical Project Manager,"$135,416/yr",Range: $85K - $176K,facebook
6304,Security Manager,"$105,367/yr",Range: $57K - $160K,facebook
6305,Business Intelligence Engineer,"$148,903/yr",Range: $126K - $159K,facebook
6306,Senior Manager,"$167,054/yr",Range: $104K - $192K,facebook
6309,Operations Program Manager,"$131,173/yr",Range: $74K - $163K,facebook
6310,Network Operations Engineer,"$116,621/yr",Range: $107K - $128K,facebook
6311,Engineer,"$117,891/yr",Range: $65K - $143K,facebook
6312,Hardware Engineer,"$147,734/yr",Range: $111K - $202K,facebook
6313,Business Operations Associate,"$117,622/yr",Range: $81K - $138K,facebook
6315,Systems Engineer,"$120,716/yr",Range: $98K - $148K,facebook
6316,"Data Scientist, Analytics","$120,188/yr",Range: $110K - $156K,facebook
6317,Growth Marketing Analyst,"$128,200/yr",Range: $102K - $136K,facebook
6318,Recruiting Coordinator,"$76,241/yr",Range: $67K - $90K,facebook
6319,Associate General Counsel,"$227,106/yr",Range: $170K - $290K,facebook
6321,Senior Technical Program Manager,"$180,051/yr",Range: $154K - $208K,facebook
6324,Analytics Manager,"$164,086/yr",Range: $145K - $194K,facebook
6326,UX Researcher,"$130,102/yr",Range: $121K - $170K,facebook
6327,Software Engineer,"$106,909/yr",Range: $32K - $163K,facebook
6328,Art Director,"$122,699/yr",Range: $51K - $197K,facebook
6331,Production Engineering Manager,"$193,084/yr",Range: $155K - $226K,facebook
6333,Client Manager,"$86,183/yr",Range: $78K - $98K,facebook
6334,Data Center Technician Manager,"$127,976/yr",Range: $122K - $161K,facebook
6335,Construction Manager,"$105,740/yr",Range: $82K - $137K,facebook
6336,User Operations Associate,"$81,009/yr",Range: $77K - $105K,facebook
6337,Site Reliability Engineer,"$97,818/yr",Range: $81K - $120K,facebook
6339,Applications Engineer,"$120,461/yr",Range: $99K - $142K,facebook
6341,Data Center Technician,"$83,401/yr",Range: $80K - $90K,facebook
6342,Staff Software Engineer,"$210,583/yr",Range: $204K - $230K,facebook
6343,Senior Project Manager,"$147,861/yr",Range: $81K - $153K,facebook
6344,Operations Manager,"$111,485/yr",Range: $83K - $125K,facebook
6345,Financial Analyst,"$122,313/yr",Range: $87K - $129K,facebook
6346,Senior Product Designer,"$168,440/yr",Range: $145K - $173K,facebook
6348,Channel Marketing Manager,"$136,803/yr",Range: $121K - $148K,facebook
6349,Recruiting Lead,"$139,309/yr",Range: $98K - $160K,facebook
6350,Designer,"$124,483/yr",Range: $85K - $177K,facebook
6351,Oracle Developer,"$127,627/yr",Range: $103K - $133K,facebook
6353,Facebook Software Engineer - Monthly,"$10,478/mo",Range: $8K - $12K,facebook
6354,Senior Data Scientist,"$174,118/yr",Range: $170K - $190K,facebook
6355,Online Operations Associate,"$76,168/yr",Range: $55K - $103K,facebook
6357,Facility Engineer,"$93,388/yr",Range: $90K - $95K,facebook
6358,Storage Engineer,"$127,862/yr",Range: $106K - $144K,facebook
6360,Strategic Partner Manager,"$87,699/yr",Range: $66K - $102K,facebook
6361,Senior Technical Recruiter,"$158,501/yr",Range: $132K - $163K,facebook
6362,Software Engineer New Grad,"$113,827/yr",Range: $111K - $115K,facebook
6364,Embedded Software Engineer,"$126,672/yr",Range: $126K - $132K,facebook
6365,SWE,"$137,179/yr",Range: $120K - $150K,facebook
6366,Machine Learning Engineer,"$145,748/yr",Range: $101K - $151K,facebook
6367,SDE1,"$112,641/yr",Range: $100K - $122K,facebook
6368,Oracle Applications Developer,"$121,642/yr",Range: $105K - $134K,facebook
6369,Subject Matter Expert,"$75,278/yr",Range: $72K - $78K,facebook
6370,Sales Operations Manager,"$128,489/yr",Range: $119K - $140K,facebook
6372,Software Engineer VI,"$207,249/yr",Range: $205K - $221K,facebook
6373,Content Specialist,"$96,578/yr",Range: $52K - $100K,facebook
6374,Senior Data Analyst,"$110,019/yr",Range: $93K - $125K,facebook
6375,Construction Project Manager,"$99,837/yr",Range: $97K - $113K,facebook
6377,Content Writer,"$81,705/yr",Range: $70K - $100K,facebook
6378,Creative Strategist,"$196,353/yr",Range: $90K - $240K,facebook
6379,Strategist,"$156,258/yr",Range: $147K - $171K,facebook
6380,Supply Chain Manager,"$135,016/yr",Range: $117K - $168K,facebook
6381,Product Operations Specialist,"$96,206/yr",Range: $70K - $123K,facebook
6382,Critical Facility Engineer,"$99,575/yr",Range: $80K - $102K,facebook
6383,Frontend Engineer,"$133,860/yr",Range: $112K - $157K,facebook
6384,Business Development Manager,"$127,408/yr",Range: $77K - $158K,facebook
6385,Developer Support Engineer,"$111,587/yr",Range: $102K - $149K,facebook
6386,Software Development Engineer In Test,"$149,057/yr",Range: $145K - $163K,facebook
6390,Product Development Specialist,"$95,149/yr",Range: $95K - $112K,facebook
6393,Rotational Software Engineer,"$148,305/yr",Range: $147K - $150K,facebook
6395,Chief Engineering Manager,"$133,337/yr",Range: $128K - $136K,facebook
6396,Community Manager,"$109,807/yr",Range: $96K - $112K,facebook
6397,Technical Account Manager,"$129,373/yr",Range: $108K - $130K,facebook
6398,Product Design Manager,"$209,034/yr",Range: $188K - $234K,facebook
6399,Data Engineer Manager,"$205,161/yr",Range: $180K - $224K,facebook
6400,User Operations Team Lead,"$111,341/yr",Range: $107K - $112K,facebook
6401,Mobile User Interface Engineer,"$127,257/yr",Range: $126K - $191K,facebook
6402,Platform Manager,"$139,601/yr",Range: $134K - $140K,facebook
6403,Safety Specialist,"$95,000/yr",Range: $78K - $97K,facebook
6405,Strategic Account Manager,"$118,611/yr",Range: $102K - $138K,facebook
6406,Programmer,"$68,112/yr",Range: $66K - $106K,facebook
6407,Engineering Program Manager,"$161,507/yr",Range: $146K - $182K,facebook
6408,Electrical Engineer,"$153,128/yr",Range: $116K - $159K,facebook
6409,Producer,"$115,496/yr",Range: $103K - $124K,facebook
6410,Customer Service,"$47,337/yr",Range: $33K - $79K,facebook
6411,Human Resources,"$133,040/yr",Range: $54K - $151K,facebook
6412,Team Lead,"$106,556/yr",Range: $86K - $115K,facebook
6413,Education Manager,"$94,943/yr",Range: $78K - $102K,facebook
6414,User Operations Specialist,"$57,026/yr",Range: $57K - $75K,facebook
6415,Creative Designer,"$91,390/yr",Range: $83K - $92K,facebook
6416,Marketing Communications Manager,"$163,499/yr",Range: $117K - $167K,facebook
6417,Research Manager,"$166,901/yr",Range: $137K - $205K,facebook
6418,Associate Product Marketing Manager,"$83,726/yr",Range: $78K - $119K,facebook
6419,IOS Engineer,"$153,807/yr",Range: $150K - $162K,facebook
6421,Optical Engineer,"$127,377/yr",Range: $124K - $130K,facebook
6422,Recruiting Manager,"$159,599/yr",Range: $153K - $166K,facebook
6423,Online Marketing Specialist,"$108,183/yr",Range: $108K - $108K,facebook
6424,Computer Engineer,"$106,255/yr",Range: $105K - $122K,facebook
6425,Power Engineer,"$98,936/yr",Range: $81K - $111K,facebook
6426,Sales Manager,"$59,219/yr",Range: $33K - $100K,facebook
6427,University Recruiter,"$126,446/yr",Range: $117K - $129K,facebook
6428,Enterprise Support Tech,"$93,000/yr",Range: $91K - $95K,facebook
6429,Business Data Analyst,"$96,412/yr",Range: $65K - $123K,facebook
6430,Counsel,"$196,861/yr",Range: $191K - $217K,facebook
6431,Research Engineer,"$151,870/yr",Range: $146K - $164K,facebook
6432,QA Analyst,"$99,227/yr",Range: $92K - $105K,facebook
6433,Sourcer,"$91,520/yr",Range: $78K - $121K,facebook
6434,HRBP,"$153,240/yr",Range: $128K - $194K,facebook
6435,Front End Developer,"$133,583/yr",Range: $120K - $136K,facebook
6436,Product Support Specialist,"$75,922/yr",Range: $64K - $112K,facebook
6437,Account Management Team Lead,"$100,005/yr",Range: $90K - $153K,facebook
6438,Quantitative Business Analyst,"$148,535/yr",Range: $128K - $149K,facebook
6440,Global Marketing,"$109,099/yr",Range: $108K - $121K,facebook
6441,Accounting Analyst,"$79,718/yr",Range: $75K - $84K,facebook
6442,Thermal Engineer,"$138,809/yr",Range: $112K - $153K,facebook
6443,Performance and Capacity Engineer,"$144,355/yr",Range: $141K - $149K,facebook
